Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 09:17:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:17:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:17:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:51	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:51	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:42	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:42	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:42	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57746->163.177.58.13:12101: write: broken pipe"	
02-18 09:16:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49594->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:16:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35812->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:09	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:44112->163.177.58.13:12101: write: broken pipe"	
02-18 09:15:09	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:57730->163.177.58.13:12101: write: broken pipe"	
02-18 09:15:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35812->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35812->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:15:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:14:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:14:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:14:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:14:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:14:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:14:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:14:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:14:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:14:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:14:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:14:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:14:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:41058->163.177.58.13:11142: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:13:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:13:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:41058->163.177.58.13:11142: write: broken pipe"	
02-18 09:13:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
